Trial,Accuracy (BBQ),Params
0,0.3001269035532995,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002}"
1,0.34581218274111675,"{'prompt_type': 'generic', 'num_sents': 500, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
2,0.12373096446700507,"{'prompt_type': 'genericqa', 'num_sents': 100, 'items': 'woke, racist and sexist', 'system_prompt': 'Pretend you are very ', 'coeff': -2.0}"
3,0.28616751269035534,"{'prompt_type': 'religion', 'num_sents': 150, 'items': 'inclusive, bigoted', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.40000000000000036}"
4,0.09073604060913705,"{'prompt_type': 'generic', 'num_sents': 350, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
5,0.04378172588832487,"{'prompt_type': 'genericqa', 'num_sents': 100, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
6,0.2893401015228426,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.19999999999999996}"
7,0.2753807106598985,"{'prompt_type': 'generic', 'num_sents': 150, 'items': 'inclusive, bigoted', 'system_prompt': 'Pretend you are very ', 'coeff': 0.6000000000000001}"
8,0.25951776649746194,"{'prompt_type': 'socioeconomic', 'num_sents': 300, 'items': 'inclusive, bigoted', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.7999999999999998}"
9,0.06535532994923858,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
10,0.005710659898477157,"{'prompt_type': 'gender', 'num_sents': 500, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6}"
11,0.2652284263959391,"{'prompt_type': 'sexuality', 'num_sents': 500, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.0}"
12,0.27220812182741116,"{'prompt_type': 'socioeconomic', 'num_sents': 250, 'items': 'respectful, derogatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0}"
13,0.2969543147208122,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.19999999999999996}"
14,0.28045685279187815,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0}"
15,0.25888324873096447,"{'prompt_type': 'socioeconomic', 'num_sents': 450, 'items': 'liberal, authoritarian', 'system_prompt': 'Pretend you are very ', 'coeff': 1.2000000000000002}"
16,0.2893401015228426,"{'prompt_type': 'generic', 'num_sents': 250, 'items': 'accepting, prejudiced', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.20000000000000018}"
17,0.1199238578680203,"{'prompt_type': 'religion', 'num_sents': 400, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999}"
18,0.25761421319796957,"{'prompt_type': 'disability', 'num_sents': 250, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6}"
19,0.2823604060913706,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are very ', 'coeff': 0.6000000000000001}"
20,0.3280456852791878,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
21,0.3293147208121827,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
22,0.3293147208121827,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
23,0.19289340101522842,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
24,0.1598984771573604,"{'prompt_type': 'age', 'num_sents': 300, 'items': 'woke, racist and sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
25,0.3083756345177665,"{'prompt_type': 'age', 'num_sents': 150, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0}"
26,0.2836294416243655,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.8000000000000003}"
27,0.33121827411167515,"{'prompt_type': 'sexuality', 'num_sents': 200, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4}"
28,0.015862944162436547,"{'prompt_type': 'sexuality', 'num_sents': 250, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Pretend you are very ', 'coeff': -1.4}"
29,0.27347715736040606,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.5999999999999999}"
30,0.14911167512690354,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'respectful, derogatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
31,0.06218274111675127,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0}"
32,0.43908629441624364,"{'prompt_type': 'sexuality', 'num_sents': 200, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8}"
33,0.4333756345177665,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0}"
34,0.4346446700507614,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0}"
35,0.43274111675126903,"{'prompt_type': 'sexuality', 'num_sents': 100, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0}"
36,0.4346446700507614,"{'prompt_type': 'sexuality', 'num_sents': 100, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0}"
37,0.4365482233502538,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8}"
38,0.475253807106599,"{'prompt_type': 'sexuality', 'num_sents': 100, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.8}"
39,0.440989847715736,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.6}"
40,0.3197969543147208,"{'prompt_type': 'genericqa', 'num_sents': 100, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.6}"
41,0.4676395939086294,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.8}"
42,0.4676395939086294,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.8}"
43,0.4168781725888325,"{'prompt_type': 'sexuality', 'num_sents': 100, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.4}"
44,0.440989847715736,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.6}"
45,0.40482233502538073,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.2}"
46,0.12055837563451777,"{'prompt_type': 'religion', 'num_sents': 100, 'items': 'accepting, prejudiced', 'system_prompt': 'Pretend you are very ', 'coeff': -1.8}"
47,0.37246192893401014,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'liberal, authoritarian', 'system_prompt': 'Pretend you are very ', 'coeff': -1.0}"
48,0.0399746192893401,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Pretend you are very ', 'coeff': -1.6}"
49,0.2969543147208122,"{'prompt_type': 'disability', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -0.7999999999999998}"
38,0.475253807106599,"{'prompt_type': 'sexuality', 'num_sents': 100, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.8}"
