Trial,Accuracy (BBQ),Params
0,0.6146666666666667,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'not sexist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -15}"
1,0.6593333333333333,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'control_method': 'pca_diff', 'start_layer': -4, 'end_layer': -13}"
2,0.6453333333333333,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': -0.3999999999999999, 'control_method': 'pca_diff', 'start_layer': -1, 'end_layer': -6}"
3,0.15266666666666667,"{'prompt_type': 'generic', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -15}"
4,0.6313333333333333,"{'prompt_type': 'gender', 'num_sents': 100, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -9}"
5,0.6146666666666667,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -7}"
6,0.5946666666666667,"{'prompt_type': 'generic', 'num_sents': 350, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.6000000000000001, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -16}"
7,0.5993333333333334,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': 1.8000000000000003, 'control_method': 'pca_diff', 'start_layer': -4, 'end_layer': -15}"
8,0.5526666666666666,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'love women, hate women', 'system_prompt': 'Imagine you are very ', 'coeff': -2.0, 'control_method': 'pca_diff', 'start_layer': -2, 'end_layer': -16}"
9,0.6416666666666667,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
10,0.6356666666666667,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -12}"
11,0.6386666666666667,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'feminist, a woman hater', 'system_prompt': 'Imagine you are very ', 'coeff': -0.3999999999999999, 'control_method': 'pca_diff', 'start_layer': -1, 'end_layer': -6}"
12,0.6466666666666666,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': 0.0, 'control_method': 'pca_diff', 'start_layer': -4, 'end_layer': -12}"
13,0.6293333333333333,"{'prompt_type': 'gender', 'num_sents': 450, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.6000000000000001, 'control_method': 'pca_diff', 'start_layer': -4, 'end_layer': -13}"
14,0.578,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': 1.2000000000000002, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -18}"
15,0.6466666666666666,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.0, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -10}"
16,0.6376666666666667,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': 0.20000000000000018, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -13}"
17,0.6086666666666667,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.4000000000000004, 'control_method': 'pca_diff', 'start_layer': -4, 'end_layer': -9}"
18,0.642,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -13}"
19,0.6456666666666667,"{'prompt_type': 'generic', 'num_sents': 400, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': 0.40000000000000036, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -11}"
20,0.5383333333333333,"{'prompt_type': 'gender', 'num_sents': 350, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': 1.6, 'control_method': 'pca_diff', 'start_layer': -4, 'end_layer': -18}"
21,0.6466666666666666,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.0, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -9}"
22,0.6343333333333333,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -11}"
23,0.6466666666666666,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.19999999999999996, 'control_method': 'pca_diff', 'start_layer': -4, 'end_layer': -10}"
24,0.653,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, anti-feminist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -12}"
25,0.654,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.0, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -14}"
26,0.665,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -14}"
27,0.6576666666666666,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -14}"
28,0.6466666666666666,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -14}"
29,0.446,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
30,0.582,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'not sexist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -17}"
31,0.665,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -14}"
32,0.6686666666666666,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -14}"
33,0.6713333333333333,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
34,0.672,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
35,0.6713333333333333,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
36,0.6716666666666666,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
37,0.6673333333333333,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
38,0.676,"{'prompt_type': 'generic', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
