Trial,Accuracy (BBQ),Params
0,0.902,"{'prompt_type': 'race', 'num_sents': 100, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
1,0.9033333333333333,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'not racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.20000000000000018, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -13}"
2,0.9026666666666666,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -9}"
3,0.8883333333333333,"{'prompt_type': 'race', 'num_sents': 350, 'items': 'not racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -5, 'end_layer': -18}"
4,0.9006666666666666,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'woke, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.40000000000000036, 'control_method': 'pca_diff', 'start_layer': -1, 'end_layer': -6}"
5,0.8896666666666667,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6, 'control_method': 'pca_diff', 'start_layer': -2, 'end_layer': -15}"
6,0.8933333333333333,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -13}"
7,0.9013333333333333,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.8000000000000003, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -8}"
8,0.9006666666666666,"{'prompt_type': 'race', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Pretend you are really ', 'coeff': 0.8000000000000003, 'control_method': 'pca_diff', 'start_layer': -5, 'end_layer': -9}"
9,0.9013333333333333,"{'prompt_type': 'race', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Imagine you are very ', 'coeff': 2.0, 'control_method': 'pca_diff', 'start_layer': -4, 'end_layer': -14}"
10,0.837,"{'prompt_type': 'generic', 'num_sents': 400, 'items': 'not racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -17}"
11,0.9016666666666666,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
12,0.902,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -9}"
13,0.9003333333333333,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.20000000000000018, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -11}"
14,0.901,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'not racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -6}"
15,0.897,"{'prompt_type': 'generic', 'num_sents': 300, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Pretend you are really ', 'coeff': 1.0, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -16}"
16,0.9006666666666666,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -13}"
17,0.9006666666666666,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'not racist, racist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -8}"
18,0.901,"{'prompt_type': 'race', 'num_sents': 300, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.6000000000000001, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -10}"
19,0.9013333333333333,"{'prompt_type': 'generic', 'num_sents': 350, 'items': 'woke, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.19999999999999996, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
20,0.9086666666666666,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.4000000000000004, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -14}"
21,0.9086666666666666,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.4000000000000004, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -14}"
22,0.9086666666666666,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.4000000000000004, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -15}"
23,0.909,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.4000000000000004, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
24,0.9073333333333333,"{'prompt_type': 'race', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.2000000000000002, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
25,0.911,"{'prompt_type': 'race', 'num_sents': 150, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.6, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -16}"
26,0.903,"{'prompt_type': 'race', 'num_sents': 150, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.8000000000000003, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
27,0.904,"{'prompt_type': 'race', 'num_sents': 150, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.8000000000000003, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -16}"
28,0.896,"{'prompt_type': 'race', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.6, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -18}"
29,0.907,"{'prompt_type': 'race', 'num_sents': 100, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -16}"
30,0.901,"{'prompt_type': 'race', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Imagine you are very ', 'coeff': 1.2000000000000002, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -14}"
