Trial,Accuracy (BBQ),Params
0,0.8036,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.0, 'start_layer': -5, 'end_layer': -13}"
1,0.4774,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'not racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.6, 'start_layer': -1, 'end_layer': -16}"
2,0.0538,"{'prompt_type': 'race', 'num_sents': 300, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -2.0, 'start_layer': -1, 'end_layer': -16}"
3,0.725,"{'prompt_type': 'generic', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Imagine you are very ', 'coeff': -2.0, 'start_layer': -4, 'end_layer': -18}"
4,0.8084,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'start_layer': -3, 'end_layer': -7}"
5,0.7868,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4, 'start_layer': -3, 'end_layer': -15}"
6,0.8048,"{'prompt_type': 'generic', 'num_sents': 450, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.0, 'start_layer': -2, 'end_layer': -9}"
7,0.8058,"{'prompt_type': 'generic', 'num_sents': 350, 'items': 'anti-racist, racist', 'system_prompt': 'Imagine you are very ', 'coeff': 0.6000000000000001, 'start_layer': -1, 'end_layer': -11}"
8,0.791,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -2.0, 'start_layer': -3, 'end_layer': -6}"
9,0.7638,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -4, 'end_layer': -17}"
10,0.8046,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999, 'start_layer': -3, 'end_layer': -6}"
11,0.8056,"{'prompt_type': 'generic', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Imagine you are very ', 'coeff': 0.20000000000000018, 'start_layer': -1, 'end_layer': -10}"
12,0.8026,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Imagine you are very ', 'coeff': 0.8000000000000003, 'start_layer': -2, 'end_layer': -9}"
13,0.7996,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'love Black people, hate Black people', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999, 'start_layer': -2, 'end_layer': -12}"
14,0.8072,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Imagine you are very ', 'coeff': 1.8000000000000003, 'start_layer': -4, 'end_layer': -8}"
15,0.8084,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'start_layer': -5, 'end_layer': -8}"
16,0.8068,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.7999999999999998, 'start_layer': -5, 'end_layer': -7}"
17,0.7944,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -5, 'end_layer': -8}"
18,0.8116,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'start_layer': -4, 'end_layer': -13}"
