Trial,Accuracy (BBQ),Params
0,0.08777173913043479,"{'prompt_type': 'gender', 'num_sents': 500, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Pretend you are very ', 'coeff': -1.6}"
1,0.23940217391304347,"{'prompt_type': 'disability', 'num_sents': 400, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -1.4}"
2,0.2576086956521739,"{'prompt_type': 'gender', 'num_sents': 450, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are very ', 'coeff': -0.7999999999999998}"
3,0.26766304347826086,"{'prompt_type': 'disability', 'num_sents': 400, 'items': 'respectful, derogatory', 'system_prompt': 'Pretend you are very ', 'coeff': -0.5999999999999999}"
4,0.26521739130434785,"{'prompt_type': 'genericqa', 'num_sents': 300, 'items': 'accepting, prejudiced', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.19999999999999996}"
5,0.0008152173913043478,"{'prompt_type': 'generic', 'num_sents': 250, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8}"
6,0.3040760869565217,"{'prompt_type': 'genericqa', 'num_sents': 300, 'items': 'multicultural, xenophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 1.6}"
7,0.26521739130434785,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.20000000000000018}"
8,0.0002717391304347826,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': -1.8}"
9,0.26304347826086955,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.19999999999999996}"
10,0.2779891304347826,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
11,0.27391304347826084,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
12,0.2847826086956522,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
13,0.2513586956521739,"{'prompt_type': 'genericqa', 'num_sents': 200, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0}"
14,0.19157608695652173,"{'prompt_type': 'sexuality', 'num_sents': 250, 'items': 'inclusive, bigoted', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
15,0.2692934782608696,"{'prompt_type': 'religion', 'num_sents': 200, 'items': 'woke, racist and sexist', 'system_prompt': 'Pretend you are very ', 'coeff': 0.6000000000000001}"
16,0.29293478260869565,"{'prompt_type': 'age', 'num_sents': 300, 'items': 'liberal, authoritarian', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
17,0.24945652173913044,"{'prompt_type': 'age', 'num_sents': 300, 'items': 'liberal, authoritarian', 'system_prompt': 'Pretend you are very ', 'coeff': 1.2000000000000002}"
18,0.2758152173913043,"{'prompt_type': 'age', 'num_sents': 350, 'items': 'liberal, authoritarian', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.6000000000000001}"
19,0.25027173913043477,"{'prompt_type': 'genericqa', 'num_sents': 350, 'items': 'liberal, authoritarian', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6}"
20,0.2584239130434783,"{'prompt_type': 'age', 'num_sents': 250, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 1.0}"
21,0.28641304347826085,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
22,0.011956521739130435,"{'prompt_type': 'generic', 'num_sents': 300, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
23,0.25570652173913044,"{'prompt_type': 'religion', 'num_sents': 250, 'items': 'inclusive, bigoted', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.6000000000000001}"
24,0.3111413043478261,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
25,0.2589673913043478,"{'prompt_type': 'race', 'num_sents': 150, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0}"
26,0.3059782608695652,"{'prompt_type': 'race', 'num_sents': 300, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
27,0.2559782608695652,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.20000000000000018}"
28,0.24021739130434783,"{'prompt_type': 'race', 'num_sents': 150, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.8000000000000003}"
29,0.20271739130434782,"{'prompt_type': 'race', 'num_sents': 350, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Pretend you are very ', 'coeff': 1.6}"
30,0.13804347826086957,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Pretend you are very ', 'coeff': 1.2000000000000002}"
31,0.3402173913043478,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
32,0.3394021739130435,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
33,0.2233695652173913,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
34,0.29918478260869563,"{'prompt_type': 'gender', 'num_sents': 350, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002}"
35,0.26358695652173914,"{'prompt_type': 'gender', 'num_sents': 450, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.8000000000000003}"
36,0.3391304347826087,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
37,0.3703804347826087,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
38,0.36929347826086956,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
39,0.007880434782608695,"{'prompt_type': 'gender', 'num_sents': 500, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
40,0.38125,"{'prompt_type': 'gender', 'num_sents': 450, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
41,0.36793478260869567,"{'prompt_type': 'gender', 'num_sents': 450, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
