Trial,Accuracy (BBQ),Params
0,0.8634,"{'prompt_type': 'race', 'num_sents': 300, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -2, 'end_layer': -16}"
1,0.87,"{'prompt_type': 'race', 'num_sents': 100, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.8000000000000003, 'start_layer': -2, 'end_layer': -14}"
2,0.869,"{'prompt_type': 'race', 'num_sents': 300, 'items': 'woke, racist', 'system_prompt': 'Imagine you are very ', 'coeff': 0.40000000000000036, 'start_layer': -4, 'end_layer': -8}"
3,0.8802,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'start_layer': -2, 'end_layer': -14}"
4,0.8718,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'start_layer': -3, 'end_layer': -11}"
5,0.869,"{'prompt_type': 'race', 'num_sents': 350, 'items': 'not racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.0, 'start_layer': -2, 'end_layer': -10}"
6,0.8712,"{'prompt_type': 'race', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Imagine you are very ', 'coeff': -1.6, 'start_layer': -3, 'end_layer': -10}"
7,0.869,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Imagine you are very ', 'coeff': 0.8000000000000003, 'start_layer': -1, 'end_layer': -6}"
8,0.8488,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.2000000000000002, 'start_layer': -4, 'end_layer': -16}"
9,0.8694,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'start_layer': -2, 'end_layer': -7}"
10,0.8716,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'start_layer': -5, 'end_layer': -18}"
11,0.8756,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'start_layer': -3, 'end_layer': -13}"
12,0.8776,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -2.0, 'start_layer': -1, 'end_layer': -13}"
13,0.8742,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.3999999999999999, 'start_layer': -1, 'end_layer': -14}"
14,0.8682,"{'prompt_type': 'generic', 'num_sents': 150, 'items': 'woke, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -2.0, 'start_layer': -1, 'end_layer': -12}"
15,0.8458,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'not racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'start_layer': -1, 'end_layer': -16}"
16,0.8714,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.19999999999999996, 'start_layer': -2, 'end_layer': -14}"
17,0.8736,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'start_layer': -1, 'end_layer': -12}"
18,0.8624,"{'prompt_type': 'generic', 'num_sents': 150, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'start_layer': -2, 'end_layer': -18}"
19,0.8694,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'start_layer': -4, 'end_layer': -9}"
20,0.8548,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'not racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'start_layer': -3, 'end_layer': -15}"
21,0.8758,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'start_layer': -3, 'end_layer': -13}"
22,0.8756,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'start_layer': -2, 'end_layer': -13}"
23,0.8766,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'start_layer': -1, 'end_layer': -12}"
24,0.8714,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'start_layer': -1, 'end_layer': -11}"
25,0.8714,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'woke, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'start_layer': -1, 'end_layer': -11}"
26,0.8768,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -2.0, 'start_layer': -1, 'end_layer': -17}"
27,0.8788,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.0, 'start_layer': -2, 'end_layer': -17}"
28,0.8754,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'start_layer': -2, 'end_layer': -15}"
29,0.8628,"{'prompt_type': 'generic', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.0, 'start_layer': -2, 'end_layer': -17}"
30,0.8692,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.0, 'start_layer': -2, 'end_layer': -15}"
31,0.8804,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.6, 'start_layer': -1, 'end_layer': -17}"
32,0.88,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.6, 'start_layer': -1, 'end_layer': -17}"
33,0.8794,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'start_layer': -2, 'end_layer': -17}"
34,0.8844,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'start_layer': -2, 'end_layer': -18}"
35,0.8732,"{'prompt_type': 'race', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.6, 'start_layer': -3, 'end_layer': -18}"
36,0.8774,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'start_layer': -1, 'end_layer': -16}"
37,0.8692,"{'prompt_type': 'race', 'num_sents': 250, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.20000000000000018, 'start_layer': -5, 'end_layer': -18}"
38,0.8748,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'love Black people, hate Black people', 'system_prompt': 'Imagine you are very ', 'coeff': -1.8, 'start_layer': -1, 'end_layer': -17}"
39,0.8674,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.2, 'start_layer': -2, 'end_layer': -16}"
40,0.8624,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.6000000000000001, 'start_layer': -4, 'end_layer': -15}"
41,0.8796,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'start_layer': -2, 'end_layer': -17}"
42,0.8826,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.8, 'start_layer': -2, 'end_layer': -18}"
43,0.884,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.8, 'start_layer': -3, 'end_layer': -18}"
44,0.8376,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'love Black people, hate Black people', 'system_prompt': 'Imagine you are very ', 'coeff': 1.8000000000000003, 'start_layer': -3, 'end_layer': -18}"
45,0.819,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'not racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.8, 'start_layer': -3, 'end_layer': -18}"
46,0.876,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.8, 'start_layer': -3, 'end_layer': -16}"
47,0.8652,"{'prompt_type': 'generic', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.0, 'start_layer': -4, 'end_layer': -18}"
48,0.8664,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Imagine you are very ', 'coeff': -1.8, 'start_layer': -3, 'end_layer': -16}"
49,0.8808,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'start_layer': -2, 'end_layer': -14}"
34,0.8844,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'start_layer': -2, 'end_layer': -18}"
